person_id,人名,分类,正式称号,活动年号,生卒,字或号,建议资源文件名,提示词,风格,负面提示词,参考现有画像
huangzhaodao,黄昭道,朝臣,知县,明代,1499—？,,portrait_huangzhaodao.png,为明代人物「黄昭道」绘制单人历史肖像。正式称号：知县；分类：朝臣；活动年号：明代；生卒：1499—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangjingfang,黄景昉,朝臣,户部尚书,天启,1596—1662,太稚（穉）,portrait_huangjingfang.png,为明代人物「黄景昉」绘制单人历史肖像。正式称号：户部尚书；分类：朝臣；活动年号：天启；生卒：1596—1662，字或号为「太稚（穉）」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangze,黄泽,朝臣,联捷进士,永乐,1411—？,,portrait_huangze.png,为明代人物「黄泽」绘制单人历史肖像。正式称号：联捷进士；分类：朝臣；活动年号：永乐；生卒：1411—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangrunyu,黄润玉,朝臣,监察御史,永乐,生卒未详,,portrait_huangrunyu.png,为明代人物「黄润玉」绘制单人历史肖像。正式称号：监察御史；分类：朝臣；活动年号：永乐；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huanghuai,黄淮,朝臣,内阁大学士,永乐、洪熙、宣德,1367—1449,宗豫,portrait_huanghuai.png,为明代人物「黄淮」绘制单人历史肖像。正式称号：内阁大学士；分类：朝臣；活动年号：永乐、洪熙、宣德；生卒：1367—1449，字或号为「宗豫」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangxuan,黄玄,朝臣,泉州训导,永乐,生卒未详,玄之,portrait_huangxuan.png,为明代人物「黄玄」绘制单人历史肖像。正式称号：泉州训导；分类：朝臣；活动年号：永乐；生卒：生卒未详，字或号为「玄之」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangke,黄珂,朝臣,南京工部尚书,成化,1484—？,,portrait_huangke.png,为明代人物「黄珂」绘制单人历史肖像。正式称号：南京工部尚书；分类：朝臣；活动年号：成化；生卒：1484—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzhi,黄直,朝臣,江西承宣布政使,嘉靖,1516—？,,portrait_huangzhi.png,为明代人物「黄直」绘制单人历史肖像。正式称号：江西承宣布政使；分类：朝臣；活动年号：嘉靖；生卒：1516—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangfu,黄福,朝臣,少保兼户部尚书,永乐,1363—1440,如锡,portrait_huangfu.png,为明代人物「黄福」绘制单人历史肖像。正式称号：少保兼户部尚书；分类：朝臣；活动年号：永乐；生卒：1363—1440，字或号为「如锡」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangliji,黄立极,朝臣,礼部尚书,万历,1568—1637,中五,portrait_huangliji.png,为明代人物「黄立极」绘制单人历史肖像。正式称号：礼部尚书；分类：朝臣；活动年号：万历；生卒：1568—1637，字或号为「中五」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangfu-2,黄绂,朝臣,巡抚,正统,1447—？,,portrait_huangfu_2.png,为明代人物「黄绂」绘制单人历史肖像。正式称号：巡抚；分类：朝臣；活动年号：正统；生卒：1447—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangwan,黄绾,朝臣,礼部尚书兼翰林院学士,正德,1480—1554,宗贤,portrait_huangwan.png,为明代人物「黄绾」绘制单人历史肖像。正式称号：礼部尚书兼翰林院学士；分类：朝臣；活动年号：正德；生卒：1480—1554，字或号为「宗贤」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
